customer_choice_number,universal_style_number,division_description,department_description,class_description,subclass_description,product_tag_category_group,product_tag_activity,product_tag_style,search_color,ga_superclass,ga_activity,price,average_rating,total_reviews,product_description,activity_description
531024122,531024,ATHLETA GIRLS,GIRLS TOPS,TOPS,S/S,Tops,,Active Tops; Short Sleeve,BLACK,tops,all day active,45.0,4.8,301.0,"Athleta Girls Tops
Athleta Girl Power Up Seamless Sport Length Tee
Color: BLACK (BLACK)
About Fit and Sizing: Semi-fitted, skims easily over the body; Sport length, sits at the high hip; Body length in size medium: Regular: 17""
Material details: Solids: 96% Nylon/4% SpandexStripe: 66% Nylon/30% Polyester/4% Spandex
Collection: Power Up
","FOR: School, practice, and play; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Mantras at arm opening and bottom hem for extra motivation
"
531099052,531099,WOMENS,APPAREL,JACKET-OTHER,MID,Outerwear,Hike & Explore; ,Jackets,BLUE,outerwear,hike,129.0,4.7,74.0,"Womens Outerwear
Expedition Jacket
Color: BLUE (CELADON TINT (COLORO 0)
Activity: Hike & Explore; 
About Fit and Sizing: Oversized, fits extra roomy; Covers your assets: longer length for more coverage; Body length in size medium: Regular: 24.5""; Body length in size Plus/2X: Regular: 27""
Material details: 45% Nylon/40% Recycled Nylon/15% Spandex
Fabric performance: Breathable; Water Repellant; Quick Dry
Additional features: Pockets
","FOR: Hike, long distance, short distance, and trail running; FEEL: Lightweight Ripstop has 2-way stretch for extra mobility; FAVE: Bungee cord on hood for a custom fit ; 2-way zipper for added mobility; Internal pocket to stash essentials; Packs into its own side  pockets
Hike & Explore; "
531123002,531123,WOMENS,APPAREL,JACKET-RAIN,LONG,Outerwear,,Rainwear; Jackets,BLACK,outerwear,all day active,199.0,4.6,844.0,"Womens Outerwear
RainOut Sutro Long Trench
Color: BLACK (BLACK)
About Fit and Sizing: Fitted; Length hits above the knee; Body length in size medium: Regular: 36"" Petite: 34"" Tall: 38"" Body length in size Plus/2X: Regular: Front 38"" Back 40""
Material details: 100% Recycled Polyester
Fabric performance: Waterproof
Best Seller","FOR: Commuting, work, and travel; FEEL: Recycled polyester fabrication is sleek with a soft hand-feel; FAVE: Bonded seams lay flat for a clean, modern look; High collar provides extra warmth where you need it
"
531124042,531124,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Yoga & Studio,Bras,BLUE,intimates,studio,49.0,4.6,1265.0,"Womens Bras or Support Tops
Solace Bra D-DD+
Color: BLUE (NAVY)
Activity: Yoga & Studio
About Fit and Sizing: Light Support: Best for D-DD+ Cup; LOW COVERAGE. Our lowest cut neckline
Material details: 75% Nylon/25% Lycra
Fabric performance: Quick Dry; UPF; Wicking; Breathable
Collection: Solace
Online Exclusive","BEST FOR STUDIO: yoga, barre, pilates; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Bonded chestband lies flat and never pinches
Yoga & Studio"
531127262,531127,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Yoga & Studio,Bras,BLACK,intimates,studio,19.97,4.7,545.0,"Womens Bras or Support Tops
Conscious Crop Bra A-C
Color: BLACK (OPALINE FLORAL BLACK)
Activity: Yoga & Studio
About Fit and Sizing: Looking for a different size? See D-DD ; Designed for A-C cups; IMPACT: For low-impact workouts; HIGH COVERAGE. Our highest cut neckline keeps everything under wraps
Material details: Nylon/Lycra
Fabric performance: UPF; Quick Dry; Breathable; Wicking
Additional features: Removeable Cups
Collection: Conscious Crop
Final Sale","BEST FOR STUDIO CLASSES: yoga + barre + pilates; IMPACT: Low-impact workouts, best for A-C cups; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Crop silhouette keeps you breezy during your practice
Yoga & Studio"
531139032,531139,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Yoga & Studio,Bras,WHITE,intimates,studio,34.99,4.6,2097.0,"Womens Bras or Support Tops
Exhale Bra D-DD+
Color: WHITE (WHITE)
Activity: Yoga & Studio
About Fit and Sizing: Looking for a different size? See A-C ; Designed for D-DD+ cups; IMPACT: For low-impact workouts; LOW COVERAGE. Our lowest cut neckline
Material details: WICKING. Pulls sweat away from the body to the surface of the fabric so it can evaporate faster
Fabric performance: Quick Dry; Wicking; UPF; Breathable
Collection: Exhale
New to Sale","BEST FOR STUDIO CLASSES: yoga, barre, pilates; IMPACT: Low-impact workouts, best for D-DD+ cups; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Strappy back design for full range of motion
Yoga & Studio"
531154002,531154,WOMENS,APPAREL,SUPPORT TOPS,RACER BACK,Tops,Yoga & Studio; ,Support Tops; Tank,BLACK,tops,all day active,59.0,4.5,902.0,"Womens Tops
Renew Built-In Bra Tank A-C
Color: BLACK (BLACK)
Activity: Yoga & Studio; 
About Fit and Sizing: Designed for A-C cups; Fitted next to the body; IMPACT: For light-impact workouts
Material details: Recycled Polyester
Fabric performance: Wicking; Breathable
Additional features: Built-In Bra
Collection: Renew
Best Seller","FOR: Yoga or studio practice; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Built-in bra top
Yoga & Studio; "
531154032,531154,WOMENS,APPAREL,SUPPORT TOPS,RACER BACK,Tops,Yoga & Studio; ,Support Tops; Tank,WHITE,tops,all day active,59.0,4.5,902.0,"Womens Tops
Renew Built-In Bra Tank A-C
Color: WHITE (WHITE)
Activity: Yoga & Studio; 
About Fit and Sizing: Designed for A-C cups; Fitted next to the body; IMPACT: For light-impact workouts
Material details: Recycled Polyester
Fabric performance: Wicking; Breathable
Additional features: Built-In Bra
Collection: Renew
","FOR: Yoga or studio practice; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Built-in bra top
Yoga & Studio; "
531208002,531208,WOMENS,SWIMWEAR,TANKINI,CAMI,Swim Tops or One Pieces,Swim Surf SUP; Hike & Explore,Swimwear,BLACK,swimwear,swimwear,39.97,4.4,488.0,"Womens Swim Tops or One Pieces
Triangle Tankini D-DD
Color: BLACK (BLACK)
Activity: Swim Surf SUP; Hike & Explore
About Fit and Sizing: Light support for D-DD cups with a low-coverage neckline; Body length in size medium: Regular: 25"" Tall: 26"" Removable pads
Material details: Recycled Nylon/Lycra
Fabric performance: UPF; Quick Dry
Additional features: Adjustable Straps
Final Sale","FOR: Swim, surf, stand-up paddleboard, and all water sports; FEEL: Recycled H₂ECO fabric is smooth and sleek with powerful stretch; FAVE: Adjustable tie back for custom fit and styling
Swim Surf SUP; Hike & Explore"
531220142,531220,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Run & Train,Bras,GRAY,intimates,train,49.0,4.6,1854.0,"Womens Bras or Support Tops
Ultimate Bra A-C
Color: GRAY (GREY HEATHER)
Activity: Run & Train
About Fit and Sizing: Designed for A-C cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE. Mid-rise neckline strikes the balance between concealed and revealed
Material details: Solid Colors & Prints: 75% Recycled Polyester/25% LYCRA®
Fabric performance: Breathable; Wicking; Quick Dry
Additional features: Removeable Cups
Collection: Ultimate
Online Exclusive","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for A-C cups; FEEL: SuperSonic fabric made with recycled nylon is sleek with supportive compression; FAVE: Sleek racerback design provides distraction-free mobility and airflow; Easily pairs with the Empower Mastectomy Bra Insert
Run & Train"
531221012,531221,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,Yoga & Studio,Bras,BLACK,intimates,studio,41.3,4.6,2542.0,"Womens Bras or Support Tops; Tops
Conscious Crop Bra D-DD
Color: BLACK (BLACK)
Activity: Yoga & Studio
About Fit and Sizing: Looking for a different size? See A-C ; Fit runs small
Material details: Solid Colors: 75% Nylon/25% LYCRA® Spandex
Fabric performance: UPF; Quick Dry; Breathable; Wicking
Additional features: Removeable Cups
Collection: Conscious Crop
Best Seller","FOR: Yoga, studio, or floor practice; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Crop silhouette keeps you breezy during your practice; Shop the Ultra High Rise Elation Tight ; Easily pairs with the Empower Mastectomy Bra Insert
Yoga & Studio"
531221362,531221,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,Yoga & Studio,Bras,BLUE,intimates,studio,59.0,4.6,2542.0,"Womens Bras or Support Tops; Tops
Conscious Crop Bra D-DD
Color: BLUE (SKYLARK BLUE)
Activity: Yoga & Studio
About Fit and Sizing: Looking for a different size? See A-C ; Fit runs small
Material details: Solid Colors: 75% Nylon/25% LYCRA® Spandex
Fabric performance: UPF; Quick Dry; Breathable; Wicking
Additional features: Removeable Cups
Collection: Conscious Crop
Final Sale","FOR: Yoga, studio, or floor practice; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Crop silhouette keeps you breezy during your practice; Shop the Ultra High Rise Elation Tight ; Easily pairs with the Empower Mastectomy Bra Insert
Yoga & Studio"
531254032,531254,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Yoga & Studio,Bras,WHITE,intimates,studio,34.3,4.7,1670.0,"Womens Bras or Support Tops
Solace Bra A-C
Color: WHITE (WHITE)
Activity: Yoga & Studio
About Fit and Sizing: Designed for A-C cups; IMPACT: For low-impact workouts; LOW COVERAGE. Our lowest cut neckline
Material details: Solids & Black/White: 75% Nylon/25% LYCRA® Elastane Texture & White/Black: 75% Recycled Polyester/25% Lycra® Elastane
Fabric performance: Quick Dry; UPF; Wicking; Breathable
Collection: Solace
Best Seller","BEST FOR STUDIO CLASSES: yoga + barre + pilates; IMPACT: Low-impact workouts, best for A-C cups; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Bonded chestband lies flat and never pinches
Yoga & Studio"
531254042,531254,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Yoga & Studio,Bras,BLUE,intimates,studio,49.0,4.7,1670.0,"Womens Bras or Support Tops
Solace Bra A-C
Color: BLUE (NAVY)
Activity: Yoga & Studio
About Fit and Sizing: Designed for A-C cups; IMPACT: For low-impact workouts; LOW COVERAGE. Our lowest cut neckline
Material details: Solids & Black/White: 75% Nylon/25% LYCRA® Elastane Texture & White/Black: 75% Recycled Polyester/25% Lycra® Elastane
Fabric performance: Quick Dry; UPF; Wicking; Breathable
Collection: Solace
Online Exclusive","BEST FOR STUDIO CLASSES: yoga + barre + pilates; IMPACT: Low-impact workouts, best for A-C cups; FEEL: Powervita™ fabric is buttery soft with support that feels like a gentle hug; FAVE: Bonded chestband lies flat and never pinches
Yoga & Studio"
531304032,531304,WOMENS,APPAREL,CAPRI KNIT,TIGHT/LEGGING,Bottoms,Hike & Explore; Yoga & Studio,Capris; Tights,BLUE,bottoms,studio,99.0,4.6,3728.0,"Womens Bottoms
Salutation Stash High Rise Capri
Color: BLUE (NAVY)
Activity: Hike & Explore; Yoga & Studio
About Fit and Sizing: Fitted next to the body with a high-rise waistband that holds you in; Inseam: Regular/Plus: 21"" Petite: 18.5"" Tall: 23""
Material details: Solid Colors: 75% Nylon/25% LYCRA® Elastane Texture: 75% Recycled Polyester/25% LYCRA® Elastane
Fabric performance: UPF; Wicking; Quick Dry
Additional features: Pockets
Collection: Salutation
","FOR: Yoga and studio practice; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Side stash pockets to secure essentials; Your favorite tights just got better: same Powervita fabric, improved waistband, and less seams for a smooth and flattering fit
Hike & Explore; Yoga & Studio"
531464012,531464,ATHLETA GIRLS,GIRLS BOTTOMS,SHORTS,WOVEN,Bottoms,,Shorts,BLACK,bottoms,all day active,29.25,4.8,303.0,"Athleta Girls Bottoms
Athleta Girl Play More 3"" Short
Color: BLACK (BLACK CAMO)
About Fit and Sizing: Semi-fitted, skims easily over the body; Sits at the natural waist; Inseam: Regular: 3""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Quick Dry; Breathable; UPF
Additional features: Pockets
Final Sale","FOR: School, practice, and play; FEEL: Recycled Featherweight Stretch fabric feels silky sleek and light as air; FAVE: Secure side pockets keep her treasures safe; Internal pocket stashes chapstick, money, and small essentials; Adjustable drawcord for room to grow won't get lost in the wash
"
531643082,531643,WOMENS,APPAREL,SLEEVELESS KNIT,CROP,Tops,Yoga & Studio,Active Tops; Tank; Seamless,BROWN,tops,studio,39.99,4.7,355.0,"Womens Tops
Aurora Seamless One Shoulder Tank
Color: BROWN (SHALE)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; Crop length, sits above the natural waist; Body length in size medium: Regular: 16""
Material details: 92% Nylon/8% Spandex
Fabric performance: Breathable; Wicking
Collection: Aurora
New to Sale","FOR: Yoga or studio practice; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Rib texture; Hydrogen odor-controlling yarns keep your favorite styles unstinkable and fresher for longer
Yoga & Studio"
532545042,532545,WOMENS,APPAREL,SWEATER,CARDIGAN,Tops,,Sweaters,WHITE,tops,tennis,119.99,4.7,445.0,"Womens Tops
Advantage Sweater
Color: WHITE (BRIGHT WHITE 1)
About Fit and Sizing: Relaxed with room to move; High hip, sits at the high hip
Material details: 70% TENCEL™ Lyocell/30% Polyester
Fabric performance: Wicking; Breathable
Collection: Advantage
New to Sale","FOR: Life on and off the mat; FEEL: TENCEL™ fabric is incredibly soft and lightweight; FAVE: Perforated fabric for enhanced airflow
"
533058022,533058,WOMENS,APPAREL,TOP-WOVEN,SLEEVELESS,Tops,,Tank; Active Tops; Shirts & Blouses,BLACK,tops,all day active,69.99,4.7,1287.0,"Womens Tops
Everlasting Tank
Color: BLACK (BLACK)
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage; Body length in size medium: Regular: Front 26"" Back 28"" Body length in size Plus/2X: Regular: Front 28"" Back 30""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Breathable; UPF; Abrasion Resistant; Quick Dry; Wrinkle Resistant
New to Sale","FOR: Commuting, work, and travel; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Hydrogen odor-controlling yarns keep your favorite styles unstinkable and fresher for longer
"
533058032,533058,WOMENS,APPAREL,TOP-WOVEN,SLEEVELESS,Tops,,Tank; Active Tops; Shirts & Blouses,WHITE,tops,all day active,69.99,4.7,1287.0,"Womens Tops
Everlasting Tank
Color: WHITE (BRIGHT WHITE)
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage; Body length in size medium: Regular: Front 26"" Back 28"" Body length in size Plus/2X: Regular: Front 28"" Back 30""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Breathable; UPF; Abrasion Resistant; Quick Dry; Wrinkle Resistant
New to Sale","FOR: Commuting, work, and travel; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Hydrogen odor-controlling yarns keep your favorite styles unstinkable and fresher for longer
"
533409002,533409,WOMENS,APPAREL,SHORT SLEEVE KNIT,LONG,Tops,Yoga & Studio,Short Sleeve; Active Tops,WHITE,tops,studio,59.0,4.6,3025.0,"Womens Tops
With Ease Tee
Color: WHITE (BRIGHT WHITE)
Activity: Yoga & Studio
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage
Material details: Solid: 56% Recycled Polyester/37% TENCEL™ Modal/7% ElastaneRib Texture: 97% TENCEL™ Modal/3% Elastane
Fabric performance: UPF; Wicking; Breathable; Quick Dry
Collection: With Ease
Best Seller","FOR: Yoga or studio practice; FEEL: Soft, premium-weight comfort with luxurious TENCEL™ fibers that drape beautifully; FAVE: Easy fit allows for freedom of movement
Yoga & Studio"
533409132,533409,WOMENS,APPAREL,SHORT SLEEVE KNIT,LONG,Tops,Yoga & Studio,Short Sleeve; Active Tops,PINK,tops,studio,35.4,4.6,3025.0,"Womens Tops
With Ease Tee
Color: PINK (ICEPLANT PURPLE)
Activity: Yoga & Studio
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage
Material details: Solid: 56% Recycled Polyester/37% TENCEL™ Modal/7% ElastaneRib Texture: 97% TENCEL™ Modal/3% Elastane
Fabric performance: UPF; Wicking; Breathable; Quick Dry
Collection: With Ease
","FOR: Yoga or studio practice; FEEL: Soft, premium-weight comfort with luxurious TENCEL™ fibers that drape beautifully; FAVE: Easy fit allows for freedom of movement
Yoga & Studio"
533487032,533487,WOMENS,APPAREL,PANT WOVEN,STRAIGHT,Bottoms,Hike & Explore; ,Pants,GREEN,bottoms,hike,77.4,4.6,735.0,"Womens Bottoms
Trekkie High Rise Parachute Pant
Color: GREEN (ASPEN OLIVE (COLORO 05)
Activity: Hike & Explore; 
About Fit and Sizing: Relaxed with room to move; Sits at the natural waist; Inseam: Regular: 30.5"" Petite: 28.5"" Tall: 33.5""
Material details: 69% Recycled Nylon/26% Nylon/5% Spandex
Fabric performance: Breathable; UPF; Quick Dry
Additional features: Pockets
Collection: Trekkie
","FOR: Hike, long distance, short distance, and trail running; FEEL: Sleek, lightweight Ripstop has 2-way stretch for extra mobility; FAVE: Adjustable bungee for a custom fit; Adjustable zipper slits on the side for added breathability; Easy-access back pockets to stash your essentials; Back zip pockets secure your essentials
Hike & Explore; "
